paper_id,source,title,in_scope,confidence,reason
w17492,nber,Reserves and Baskets,False,high,This is a descriptive/theoretical paper discussing historical reserve currency proposals without empirically testing causal effects of specific government policies on financial outcomes.
w24254,nber,AI and International Trade,False,high,The paper focuses on AI trade economics and comparative advantage theory rather than the causal effect of a specific government policy on financial markets or firms.
w24755,nber,The Bigger Picture: Combining Econometrics with Analytics Improve Forecasts of Movie Success,False,high,"This paper focuses on forecasting movie success using machine learning and social media data, with no primary research question about causal effects of government intervention on financial markets, firms, or investors."
w17988,nber,Defaults and Attention: The Drop Out Effect,False,high,"This is a purely theoretical paper studying behavioral decision-making effects of defaults without empirical testing of a specific government law, regulation, or policy's causal effect on financial markets, firms, or investors."
w3771,nber,Measurement of Output and Quality Adjustment When Hedonics Cannot Be Used: An Illustration for the Day Care Industry,False,high,"Paper focuses on measurement methodology for day care output and quality rather than estimating causal effects of specific government policies on financial markets, firms, or investors."
10.1111/j.1540-6261.2006.00866.x,jf,Credit Ratings and Capital Structure,False,high,"The paper examines how credit ratings affect capital structure decisions, which is a private market behavior question; credit rating agencies are private institutions, not government entities, and the paper does not study a specific government law or regulation."
w20495,nber,"Trade Models, Trade Elasticities, and the Gains from Trade",False,high,This is a purely theoretical paper on trade models and elasticities with no empirical test of a specific government policy's causal effect on financial markets or firms.
w14376,nber,Efficiency bounds for missing data models with semiparametric restrictions,False,high,This is a purely theoretical econometric paper about semiparametric efficiency bounds and missing data methods with no empirical application to government policy effects.
w23197,nber,Technology-Skill Complementarity in Early Phases of Industrialization,False,high,"The paper studies the causal effect of technology adoption (steam engines) on human capital formation, not the effect of a government law, regulation, or public policy."
w15328,nber,Behavioral Economics and Tax Policy,False,high,"This is a theoretical paper discussing implications of behavioral economics for tax policy without empirical testing of a specific policy's causal effect on financial markets, firms, or investors."
w11299,nber,A Review of the Empirical Literature on FDI Determinants,False,high,"This is a descriptive literature review surveying FDI determinants generally, not a primary empirical study testing the causal effect of a specific government policy on financial outcomes."
10.1016/j.jfineco.2024.103808,jfe,Persistent and transitory components of firm characteristics: Implications for asset pricing,False,high,"This paper studies asset pricing and return predictability through firm characteristics without examining any government law, regulation, or public policy as its primary research question."
w13640,nber,Do Stock Prices Influence Corporate Decisions? Evidence from the Technology Bubble,False,high,"The paper's primary research question concerns how stock price movements influence firm behavior (investment and issuance decisions), not the causal effect of a specific government law, regulation, or public policy on financial markets or firms."
10.1016/j.jfineco.2018.06.004,jfe,Do stocks outperform Treasury bills?,False,high,This paper analyzes the historical performance of stocks versus Treasury bills with no causal analysis of any government intervention or policy effect.
w17365,nber,The WTO Government Procurement Agreement and Its Impacts on Trade,False,high,"The paper studies the causal effect of a government procurement agreement on international trade flows, not on financial markets, firms, or investors."
w19367,nber,Perverse Reverse Price Competition: Average Wholesale Prices and Medicaid Pharmaceutical Spending,False,high,"This paper studies pharmaceutical pricing and generic drug market competition, not the causal effect of a specific government law, regulation, or public policy on financial markets, firms, or investors."
w5309,nber,Politics and Trade Policy,False,high,"This is a purely theoretical paper describing political economy approaches to trade policy without empirical testing of causal effects on financial markets, firms, or investors."
w13549,nber,"Still the Economy, Stupid: Economic Voting in the 2004 Presidential Election",False,high,"This paper studies voting behavior and political preferences in presidential elections, not the causal effect of government policy on financial markets, firms, or investors."
w31036,nber,Information Favoritism and Scoring Bias in Contests,False,high,This is a purely theoretical paper about contest design mechanisms with no empirical test of government policy effects on financial markets or economic actors.
w31841,nber,To Go Electric or To Burn Coal? A Randomized Field Experiment of Informational Nudges,False,high,"This paper studies the causal effect of informational nudges (SMS campaigns) on individual heating technology adoption decisions, not the causal effect of a specific government law, regulation, or public policy on financial markets, firms, or investors."
w29086,nber,Money or Power? Financial Infrastructure and Optimal Policy,False,high,"This paper studies the welfare effects of cash vs. in-kind transfer programs on households, not the causal effect of government policy on financial markets, firms, or investors."
w27061,nber,Labor Demand in the time of COVID-19: Evidence from vacancy postings and UI claims,False,high,"The paper studies the impact of COVID-19 on labor markets using vacancy and claims data, but does not focus on estimating the causal effect of a specific government law, regulation, or public policy."
w11518,nber,Behavioral Public Economics: Welfare and Policy Analysis with Non-Standard Decision-Makers,False,high,"This is a theoretical paper on welfare analysis frameworks under behavioral assumptions, not an empirical test of a specific government policy's causal effect on financial markets, firms, or investors."
w4932,nber,"Taxes, Technology Transfer, and the R&D Activities of Multinational Firms",True,high,The paper examines the causal effect of foreign government royalty tax rates (a specific government tax policy) on multinational firms' R&D activities and technology transfer decisions.
w25754,nber,A Forensic Examination of China's National Accounts,False,high,"This paper examines data quality and measurement issues in national accounts rather than estimating the causal effect of a specific government policy on financial markets, firms, or investors."
w28345,nber,The Supply-Side Effects of Monetary Policy,False,high,"This is a purely theoretical paper proposing a monetary transmission mechanism without empirical testing of a specific government law, regulation, or public policy intervention."
w7003,nber,New Evidence on Sex Segregation and Sex Differences in Wages from Matched Employee-Employer Data,False,high,"This paper examines sex wage gaps and occupational segregation using descriptive employer-employee data, with no primary research question about causal effects of a specific government law or policy."
w16254,nber,Report on the State of Available Data for the Study of International Trade and Foreign Direct Investment,False,high,This is a data assessment report that does not estimate the causal effect of any specific government policy on financial outcomes.
w23160,nber,Short-Run Effects of Lower Productivity Growth. A Twist on the Secular Stagnation Hypothesis,False,high,"This paper examines productivity growth and secular stagnation rather than the causal effect of a specific government law, regulation, or public policy on financial outcomes."
w32763,nber,Distributed Ledgers and Secure Multi-Party Computation for Financial Reporting and Auditing,False,high,"This is a theoretical/modeling paper analyzing blockchain technology for financial reporting; it does not estimate the causal effect of a specific existing government law, regulation, or public policy."
w24863,nber,"Parental Support, Savings and Student Loan Repayment",False,high,"The paper studies how parental support and personal savings affect student loan repayment outcomes, not the causal effect of a specific government law, regulation, or policy change."
10.1111/jofi.12586,jf,Diagnostic Expectations and Credit Cycles,False,high,This is a purely theoretical paper presenting a model of belief formation and credit cycles with no empirical test of any specific government intervention or policy effect.
w29375,nber,The Impact of Group Size on Giving Versus Demand for Redistribution,False,high,"This is a laboratory experiment studying voluntary giving preferences with no specific government law, regulation, or public policy intervention being tested."
10.1016/j.jfineco.2010.04.002,jfe,The world price of home bias,False,high,"This is a purely theoretical paper examining the relationship between home bias and cost of capital without empirically testing the causal effect of any specific government law, regulation, or public policy."
w13960,nber,Contracting in the Shadow of the Law,False,high,This is a purely theoretical paper on contract design and legal remedies without an empirical test of a specific government policy's causal effect on financial markets or firms.
w25906,nber,Affordable Housing and City Welfare,False,high,"This paper studies housing policy effects on city welfare and affordability, not the causal effects of government intervention on financial markets, firms, or investors."
w7834,nber,Is Mobility of Technical Personnel a Source of R&D Spillovers?,False,high,"The paper studies labor mobility and knowledge spillovers as a general economic phenomenon, not the causal effect of a specific government law, regulation, or public policy."
w24922,nber,The Surprisingly Small Effects of Religion-Based Discrimination in Education,False,high,"The paper's primary research question concerns religion-based discrimination in education grading, not the causal effect of a specific government law, regulation, or public policy on financial markets, firms, or investors."
w20840,nber,Does Delay Cause Decay? The Effect of Administrative Decision Time on the Labor Force Participation and Earnings of Disability Applicants,False,high,"The primary research question concerns the causal effect of time out of labor force on employment outcomes of disability applicants, not the causal effect of a specific government policy or regulation on financial markets, firms, or investors."
w21130,nber,Does Exposure to Economics Bring New Majors to the Field? Evidence from a natural Experiment.,False,high,"This paper studies the effect of curriculum exposure on student major choices, not the causal effect of a government law, regulation, or public policy on financial markets, firms, or investors."
w17973,nber,Stock Price Expectations and Stock Trading,False,high,"This paper studies individual investor behavior and expectations regarding stocks, not the causal effect of a specific government policy on financial markets."
w20523,nber,The Bidder Exclusion Effect,False,high,This is a theoretical/methodological paper about auction analysis and entry models with no evidence of studying causal effects of government policy on financial markets or firms.
w20070,nber,Macroeconomic Drivers of Bond and Equity Risks,False,high,This is a purely theoretical paper developing a consumption-based model of risk premia with no empirical test of any government policy's causal effect.
10.1111/j.1540-6261.2008.01336.x,jf,Earnings Management and Firm Performance Following Open‐Market Repurchases,False,high,"This paper studies private firm behavior (earnings management and share repurchases) with no specific government law, regulation, or public policy as the primary research question."
w23101,nber,Firm Heterogeneity in Consumption Baskets: Evidence from Home and Store Scanner Data,False,high,"This paper focuses on firm heterogeneity and household price indices using scanner data, with no primary research question about the causal effect of a specific government intervention on financial markets or firms."
w11683,nber,"Investor Inattention, Firm Reaction, and Friday Earnings Announcements",False,high,"This paper studies private firm behavior (strategic timing of earnings announcements) and investor attention effects, not the causal effect of a specific government law, regulation, or public policy."
