paper_id,title,year,in_scope,scope_conf,scope_reason
w11328,Early Teen Marriage and Future Poverty,2005,False,high,"The paper's primary research question concerns the causal effects of individual marriage and schooling choices on poverty outcomes, not the causal effect of government policy on financial markets, firms, or investors."
w11348,The Determinants of Faculty Patenting Behavior: Demographics or Opportunities?,2005,False,high,"This paper studies the determinants of faculty patenting behavior itself rather than the causal effect of a specific government policy on financial markets, firms, or investors."
w11352,Studying Texts: A Gemara of the Israeli Economy,2005,False,high,This is a literature review paper that describes economic perspectives on government intervention in Israel without empirically testing the causal effect of any specific policy on financial outcomes.
w11353,International Borrowing and Macroeconomic Performance in Argentina,2005,True,high,The paper's primary research question examines the causal effects of Argentina's convertibility plan (a specific government monetary policy) on capital flows and macroeconomic performance.
w11368,A Theory of Pyramidal Ownership and Family Business Groups,2005,False,high,This is a purely theoretical paper providing a rationale for pyramidal ownership structures with no empirical test of a specific government policy's causal effect on financial markets or firms.
w11518,Behavioral Public Economics: Welfare and Policy Analysis with Non-Standard Decision-Makers,2005,False,high,This is a theoretical and methodological survey paper on welfare analysis frameworks rather than an empirical study estimating the causal effect of a specific government policy.
w11594,Wealth Transfers from Implementing Real-Time Retail Electricity Pricing,2005,False,high,"The paper analyzes wealth transfers from implementing real-time electricity pricing but does not estimate the causal effect of a specific government law, regulation, or public policy—it examines a pricing mechanism's distributional consequences without testing whether an actual policy intervention causally affected market outcomes."
w11654,The Decline of the Independent Inventor: A Schumpterian Story?,2005,False,high,"This paper studies historical patterns of inventor careers and firm organization without examining the causal effect of any specific government law, regulation, or public policy on financial markets, firms, or investors."
w11655,Is It Is or Is It Ain't My Obligation? Regional Debt in a Fiscal Federation,2005,False,high,"This is a purely theoretical paper that develops a fiscal federation model without empirically testing the causal effect of any specific government law, regulation, or public policy."
w11723,Moral Hazard in Nursing Home Use,2005,True,high,"The paper empirically estimates the causal effect of specific government Medicaid policies (eligibility, reimbursement rates, bed supply constraints) on nursing home utilization using quasi-experimental variation in state Medicaid rules."
w11734,"Usury Ceilings, Relationships and Bank Lending Behavior: Evidence from Nineteenth Century",2005,True,high,The paper's primary research question examines the causal effect of usury ceiling regulations (a specific government policy) on bank lending behavior and credit availability through both time series and cross-sectional empirical analysis.
w11753,Monitoring Corruption: Evidence from a Field Experiment in Indonesia,2005,True,high,"The paper's primary research question is the causal effect of a specific government policy intervention (increased audit probability) on financial outcomes (corruption/missing expenditures), tested through a randomized field experiment."
w11778,The 1920s and the 1990s in Mutual Reflection,2005,False,high,"This is a primarily descriptive and comparative historical analysis that discusses multiple policies in the context of explaining business cycles and the Great Depression, rather than estimating the causal effect of any specific government policy on financial outcomes."
w11806,Real Wage Rigidities and the New Keynesian Model,2005,False,high,"This is a purely theoretical paper developing a New Keynesian macroeconomic model with real wage rigidities; it does not empirically test the causal effect of any specific government law, regulation, or public policy."
w11830,Do Capital Adequacy Requirements Matter for Monetary Policy?,2005,False,high,"This is primarily a theoretical paper deriving optimal monetary policy under capital requirements, with only descriptive empirical observations about central bank behavior rather than estimating the causal effect of a specific government policy intervention."
w11834,Financial System Risk and Flight to Quality,2005,False,high,This is a purely theoretical paper presenting a model of flight to quality without empirical testing of any specific government policy's causal effect.
w11930,"Health Care, Technological Change, and Altruistic Consumption Externalities",2006,False,high,This is a purely theoretical paper that lacks empirical testing of a specific government policy's causal effects on financial markets or firms.
w11934,"Regulation of Health, Safety, and Environmental Risks",2006,False,high,"This is a theoretical review paper that discusses regulatory principles and methodologies without empirically testing the causal effect of specific government policies on financial markets, firms, or investors."
w11940,Modeling Inefficient Institutions,2006,False,high,"This is a purely theoretical paper developing a general framework for understanding institutional emergence and persistence, with no empirical test of the causal effect of a specific government policy on financial markets, firms, or investors."
w11954,The Long Run Impact of Bombing Vietnam,2006,False,high,"This paper studies the causal effect of military bombing on economic development outcomes, not the causal effect of a government law, regulation, or public policy on financial markets, firms, or investors."
w12001,Regulating Advertisements: The Case of Smoking Cessation Products,2006,False,high,"The paper studies how FDA regulations affect pharmaceutical advertising behavior, but its primary focus is on advertising expenditures and patterns rather than the causal effect of regulation on financial markets, firms, or investors."
w12009,The Importance of Default Options for Retirement Savings Outcomes: Evidence from the United States,2006,False,high,This paper appears to be a summary of empirical evidence on how defaults affect retirement savings rather than estimating the causal effect of a specific government law or regulation.
w12074,Are Prudential Supervision and Regulation Pillars of Financial Stability? Evidence from the Great Depression,2006,True,high,"The paper empirically estimates the causal effects of specific government bank regulations (branch banking prohibitions, reserve requirements, supervisor term lengths, liquidation restrictions) on financial stability outcomes (bank suspension rates) during the Great Depression."
w12108,"Persistence of Power, Elites and Institutions",2006,False,high,"This is a purely theoretical paper with no empirical test of a specific government policy's causal effect on financial markets, firms, or investors."
w12136,Flight to Quality and Collective Risk Management,2006,False,high,"This is a purely theoretical paper presenting a model of flight to quality without empirical testing of any specific government law, regulation, or policy's causal effect."
w12170,Inadequacy of Nation-Based and VaR-Based Safety Nets in the European Union,2006,False,high,"This is a theoretical/analytical paper that describes and critiques existing regulations (Basel II, EU Directives) without empirically testing or estimating the causal effect of any specific government intervention on financial outcomes."
w12252,Judicial Risk and Credit Market Performance: Micro Evidence from Brazilian Payroll Loans,2006,True,high,"The paper's primary research question is the causal effect of a specific judicial policy decision (the 2004 court ruling declaring payroll deductions illegal) on financial market outcomes (risk perception, interest rates, and lending amounts)."
w12253,There Goes the Neighborhood? Estimates of the Impact of Crime Risk on Property Values From Megan's Laws,2006,True,high,"The paper's primary research question is the causal effect of Megan's Laws (a specific government policy mandating sex offender registries) on property values, estimated through empirical analysis of housing market data and offender locations."
w12277,Stability First: Reflections Inspired by Otmar Issing's Success as the ECB's Chief Economist,2006,False,high,"This is a theoretical reflection paper reviewing a central banker's career and monetary policy principles without empirically testing the causal effect of a specific government law, regulation, or policy on financial markets, firms, or investors."
w12294,Rational Discounting for Regulatory Analysis,2006,False,high,"This is a theoretical and methodological paper about discounting practices in regulatory analysis rather than an empirical study measuring the causal effect of a specific government policy on financial markets, firms, or investors."
w12345,Liquidity Insurance in a Financially Dollarized Economy,2006,False,high,"This is primarily a theoretical paper discussing central bank liquidity policy frameworks and policy design options rather than empirically testing the causal effect of a specific implemented government law, regulation, or policy on financial outcomes."
w12386,The Effect of Inheritance Receipt on Retirement,2006,False,high,"This paper studies the causal effect of personal wealth shocks (inheritance) on individual retirement decisions, not the effect of government law, regulation, or public policy on financial markets, firms, or investors."
w12394,Big Business Stability and Economic Growth: Is What's Good for General Motors Good for America?,2006,False,high,"The paper's primary research question concerns the relationship between business turnover and economic growth, not the causal effect of a specific government policy on financial markets or firms."
w12427,Policy Options for Financing the Future Health and Long-Term Care Costs in Japan,2006,False,high,"This is a purely theoretical policy analysis paper that models alternative financing schemes for health and long-term care without empirically testing the causal effect of any specific implemented government policy on financial markets, firms, or investors."
w12430,Employment and Adverse Selection in Health Insurance,2006,False,high,"The paper's primary focus is on private firm behavior (employer insurance provision decisions) and employee sorting under adverse selection, with government policy as incidental context rather than the main causal variable of interest."
w12437,How Do Youth with Mental Disorders Fare in the Juvenile Justice System?,2006,False,high,"This paper examines the relationship between mental health conditions and criminal justice outcomes, not the causal effect of a specific government law, regulation, or public policy on financial markets, firms, or investors."
w12500,Look at Me Now: What Attracts U.S. Shareholders?,2006,False,high,The paper studies private firm characteristics and investor behavior rather than the causal effect of a specific government law or regulation on financial markets.
w12536,Medicaid Crowd-Out of Private Long-Term Care Insurance Demand: Evidence from the Health and Retirement Survey,2006,True,high,The paper's primary research question examines the causal effect of Medicaid asset eligibility requirements (a specific government policy) on private long-term care insurance demand.
w12538,Why Has House Price Dispersion Gone Up?,2006,False,high,"This is a theoretical modeling paper that uses housing supply regulation as a backdrop to explain wage dispersion effects on house prices, rather than empirically estimating the causal effect of a specific government policy on financial/housing markets."
w12763,On the Welfare Costs of Consumption Uncertainty,2006,False,high,This is a purely theoretical paper using a Lucas-tree model to calculate welfare costs of consumption uncertainty with no empirical test of any specific government policy's causal effect.
w12767,Information Cascades: Evidence from An Experiment with Financial Market Professionals,2006,False,high,"This is a laboratory experiment studying information cascade behavior in financial decision-making with no government law, regulation, or public policy intervention as the primary research question."
w12777,Is the Endangered Species Act Endangering Species?,2006,True,high,"The paper's primary research question is the causal effect of the U.S. Endangered Species Act on land development patterns and resource allocation, with empirical estimation of the policy's impact."
w12862,Determinants of Deposit-Insurance Adoption and Design,2007,False,high,This paper analyzes the determinants and design choices of deposit-insurance systems across countries rather than estimating the causal effect of a specific government policy on financial outcomes.
w12882,Who Blows the Whistle on Corporate Fraud?,2007,True,high,"The paper's primary research question examines the causal effect of SOX (a specific government policy) on corporate fraud detection by mandated actors, with empirical comparison of detection rates before and after the policy implementation."
w12896,Collective Risk Management in a Flight to Quality Episode,2007,False,high,"This is a purely theoretical paper that models optimal intervention during financial crises without empirically testing the causal effect of any specific government law, regulation, or public policy."
w12902,Antitrust and Regulation,2007,False,high,This is a purely theoretical paper using game-theoretic frameworks to discuss competition mechanisms without empirically testing the causal effect of any specific policy on financial markets or firms.
w12906,Anti-depressants and Suicide,2007,False,high,"The primary research question concerns the causal effect of a pharmaceutical treatment (SSRIs) on suicide mortality, not the causal effect of a government law, regulation, or public policy on financial markets, firms, or investors."
w12925,Current Account Deficits in Rich Countries,2007,False,high,"This is a purely theoretical paper that constructs benchmark models to examine the logic of government intervention without empirically testing the causal effect of any specific law, regulation, or policy."
w13034,Bribery in Health Care in Peru and Uganda,2007,False,high,"The paper studies household bribery behavior and income determinants in health care, not the causal effect of a specific government law, regulation, or public policy on financial markets, firms, or investors."
w13079,Has New York Become Less Competitive in Global Markets? Evaluating Foreign Listing Choices Over Time,2007,True,high,The paper's primary research question examines the causal effect of the Sarbanes-Oxley Act (a specific government policy) on foreign firms' cross-listing choices and the competitiveness of U.S. financial markets.
w13132,"Taxes, Institutions and Foreign Diversification Opportunities",2007,False,high,"The paper analyzes how existing tax regimes and investor protection institutions affect capital allocation decisions, but does not estimate the causal effect of a specific government policy change or intervention on financial outcomes."
w13135,Directed Altruism and Enforced Reciprocity in Social Networks: How Much is A Friend Worth?,2007,False,high,This is a behavioral economics field experiment on social preferences and altruism in networks with no primary research question about government policy or its causal effects.
w13238,Endogenous Decentralization in Federal Environmental Policies,2007,True,high,"The paper's primary research question is the causal effect of federal environmental authorization policies on state regulatory choices and outcomes, tested empirically using water pollution and hazardous waste regulation data."
w13288,"Differences in Governance Practices between U.S. and Foreign Firms: Measurement, Causes, and Consequences",2007,False,high,"This paper studies the relationship between firm governance practices and firm value across countries, with country legal systems as context, rather than estimating the causal effect of a specific government law, regulation, or public policy."
w13374,The Effect of Alcohol Consumption on Mortality: Regression Discontinuity Evidence from the Minimum Drinking Age,2007,False,high,"The paper's primary research question concerns the causal effect of alcohol consumption on mortality, not the causal effect of the minimum drinking age policy on financial markets, firms, or investors."
w13390,Capital Taxation and Ownership when Markets are Incomplete,2007,False,high,This is a purely theoretical paper analyzing optimal capital taxation in a neoclassical growth model without empirical testing of actual government policy effects.
w13439,Policy vs. Consumer Pressure: Innovation and Diffusion of Alternative Bleaching Technologies in the Pulp Industry,2007,False,high,"The paper's primary focus is on innovation and diffusion of bleaching technologies driven by consumer pressure, with regulation as a secondary consideration for ensuring broad diffusion rather than the main causal variable of interest."
w13498,"Heterogeneous Impact of the ""Seguro Popular"" Program on the Utilization of Obstetrical Services in Mexico, 2001-2006: A Multinomial Probit Model with a Discrete Endogenous Variable",2007,False,high,"This paper studies the impact of a health insurance program on health care utilization (obstetrical services), not on financial markets, firms, or investors."
w13561,Is the Food and Drug Administration Safe and Effective?,2007,False,high,"While the paper examines FDA regulation and PDUFA legislation, its primary focus is on theoretical welfare analysis and pharmaceutical market efficiency rather than estimating causal effects on financial markets, firms' financial outcomes, or investor behavior."
w13575,Environmental Law and Policy,2007,False,high,"This is a theoretical handbook chapter that describes and analyzes environmental policy instruments and their design without empirically testing the causal effect of any specific government law, regulation, or policy on financial markets, firms, or investors."
w13607,New Framework for Measuring and Managing Macrofinancial Risk and Financial Stability,2007,False,high,"This is a purely theoretical paper proposing an analytical framework (contingent claims analysis) for measuring macrofinancial risk without empirically testing the causal effect of any specific government law, regulation, or public policy."
w13679,"Principal-agent Incentives, Excess Caution, and Market Inefficiency: Evidence From Utility Regulation",2007,True,high,"The paper's primary research question is the causal effect of utility regulatory incentive schemes (a specific government policy) on firm behavior and market efficiency, tested empirically through natural gas procurement data."
w13690,"Rare Disasters, Asset Prices, and Welfare Costs",2007,False,high,"This is a purely theoretical paper using a representative-consumer model to study asset pricing and welfare costs from rare disasters, with no empirical test of any government law, regulation, or specific policy intervention."
w13697,Parental Leave Policies and Parents' Employment and Leave-Taking,2007,False,high,"This paper studies the causal effect of parental leave policies on parental employment and leave-taking behavior, which is labor/demographic economics research, not financial markets or firm finance research."
w13769,The Dynamics of City Formation,2008,False,high,"This is a purely theoretical paper about city formation and urban economics that does not empirically test the causal effect of any specific government law, regulation, or public policy."
w13831,International Economic Policy: Was There a Bush Doctrine?,2008,False,high,"This paper primarily describes and compares historical foreign economic policy approaches rather than empirically estimating the causal effect of a specific government law, regulation, or policy on financial markets, firms, or investors."
w13973,Sell Side School Ties,2008,True,high,"The paper's primary research question is the causal effect of Regulation FD (a specific government policy) on financial markets, using school ties as a channel through which the policy operates, with clear evidence that pre- and post-regulation effects differ significantly."
w14012,Explaining International Differences in Entrepreneurship: The Role of Individual Characteristics and Regulatory Constraints,2008,False,high,"The paper studies how individual characteristics and regulatory constraints affect entrepreneurship decisions, but does not estimate the causal effect of a specific government law or policy on financial markets, firms, or investors."
w14041,Effects of Regulation on Drug Launch and Pricing in Interdependent Markets,2008,True,high,The paper's primary research question is the causal effect of price regulation (a specific government policy) on drug launch timing and pricing in financial/market outcomes across multiple countries.
w14102,Marijuana Use and High School Dropout: The Influence of Unobservables,2008,False,high,"This paper studies the relationship between individual marijuana use and high school dropout outcomes using observational data; it does not examine the causal effect of a specific government law, regulation, or public policy on financial markets, firms, or investors."
w14113,"Bank Governance, Regulation, and Risk Taking",2008,True,high,"The paper empirically tests the causal effects of specific government regulations (capital regulations, deposit insurance policies, activity restrictions) on bank risk-taking behavior."
w14218,"Securities Laws, Disclosure, and National Capital Markets in the Age of Financial Globalization",2008,False,high,This is a primarily theoretical paper that describes and analyzes securities laws and disclosure requirements without empirically testing the causal effect of a specific government policy intervention on financial markets or firms.
w14311,Pitfalls of Participatory Programs: Evidence From a Randomized Evaluation in Education in India,2008,False,high,"This paper evaluates interventions to encourage participation in existing education committees rather than estimating the causal effect of a specific government law, regulation, or policy itself on financial markets, firms, or investors."
w14376,Efficiency bounds for missing data models with semiparametric restrictions,2008,False,high,This is a purely theoretical paper on semiparametric econometric methods for missing data without empirical testing of any government policy's causal effect on financial markets.
w14403,Optimal Taxation and Social Insurance with Endogenous Private Insurance,2008,False,high,"This is a purely theoretical paper deriving optimal policy formulas without empirically testing the causal effect of any specific government law, regulation, or policy."
w14414,Estimating Welfare in Insurance Markets Using Variation in Prices,2008,False,high,"The paper's primary focus is developing a welfare estimation methodology for insurance markets using firm-level data, not estimating the causal effect of a specific government policy on financial outcomes."
w14556,A Resource Belief-Curse? Oil and Individualism,2008,False,high,"The paper studies the correlation between beliefs about government intervention and oil industry reliance, but does not estimate the causal effect of a specific government law, regulation, or policy on financial markets, firms, or investors."
w14587,Banking Crises: An Equal Opportunity Menace,2008,False,high,This paper describes banking crises and their macroeconomic consequences but does not estimate the causal effect of a specific government policy or regulation on financial markets or firms.
w14599,The Impact of Family Income on Child Achievement: Evidence from the Earned Income Tax Credit,2008,False,high,"The paper's primary research question concerns the causal effect of family income on child achievement, not the causal effect of the EITC policy itself on financial markets, firms, or investors."
w14636,How Big are the Gains from International Financial Integration?,2009,False,high,"This is a purely theoretical paper using calibrated models to estimate welfare effects of financial integration, with no empirical test of a specific government law, regulation, or policy intervention."
w14648,Regulation and Distrust,2009,False,high,"This paper studies the correlation between regulation and social capital at the country level without estimating the causal effect of a specific government law, regulation, or policy on financial markets, firms, or investors."
w14656,The Aftermath of Financial Crises,2009,False,high,This paper describes the aftermath and characteristics of financial crises without estimating the causal effect of a specific government policy intervention on financial markets or firms.
w14712,The Credit Ratings Game,2009,False,high,This is a purely theoretical paper modeling CRA behavior and proposing regulatory solutions without empirically testing the causal effect of any specific government law or regulation on financial markets.
w14772,Optimal Endowment Destruction under Campbell-Cochrane Habit Formation,2009,False,high,"This is a theoretical paper examining preference modeling and welfare implications in a general equilibrium framework, without empirically testing the causal effect of any actual government policy on financial markets, firms, or investors."
w14779,On the Paradox of Prudential Regulations in the Globalized Economy: International Reserves and the Crisis a Reassessment,2009,False,high,This is a purely theoretical/conceptual paper discussing prudential regulation paradoxes and reserve policies without empirical testing of causal effects of specific government policies on financial outcomes.
w14802,What Segments Equity Markets?,2009,False,high,"The paper's primary research question is what factors explain equity market segmentation; while regulation is mentioned as one factor among many (political risk, market development, credit spreads), the causal effect of a specific government policy on markets is not the primary focus."
w14881,"Information Asymmetry, Information Precision, and the Cost of Capital",2009,False,high,"This is primarily a theoretical paper developing models about information asymmetry and cost of capital, with only passing reference to Regulation Fair Disclosure as an example without empirical testing of its causal effect."
w14892,Wall Street's First Corporate Governance Crisis: The Panic of 1826,2009,False,high,"The paper analyzes historical causes of firm failures and describes the legislative response, but does not estimate the causal effect of the enacted legislation on financial markets, firms, or investors."
w14931,Why Do Foreign Firms Have Less Idiosyncratic Risk than U.S. Firms?,2009,False,high,"This paper describes correlations between country characteristics (government stability, rule of law, market development, disclosure quality, shareholder protection) and idiosyncratic risk, but does not estimate the causal effect of a specific government policy intervention."
w14944,The Limitations of Stock Market Efficiency: Price Informativeness and CEO Turnover,2009,False,high,"The paper's primary research question concerns stock price informativeness and CEO turnover mechanisms, with Sarbanes-Oxley applied only as a limited application at the end rather than as the main causal focus of the study."
w14964,Education and the Prevalence of Pain,2009,False,high,"This paper studies the relationship between education and chronic pain prevalence, not the causal effect of a specific government law, regulation, or public policy on financial markets, firms, or investors."
w14971,When are Analyst Recommendation Changes Influential?,2009,False,high,"The paper's primary research question concerns analyst behavior and stock market reactions to recommendation changes, with Reg FD only mentioned as a contextual finding rather than the main causal effect of interest."
w14983,The Structure and Formation of Business Groups: Evidence from Korean Chaebols,2009,False,high,"The paper studies the determinants of business group ownership structures and pyramid formation in Korean chaebols as a matter of private firm behavior and family strategy, with no empirical test of a causal effect of a specific government law, regulation, or public policy."
w15018,Financial Crisis and the Paradox of Under- and Over-Regulation,2009,False,high,"This is a purely theoretical paper that does not empirically test the causal effect of any specific government law, regulation, or policy on financial outcomes."
w15044,Firm Heterogeneity and the Long-run Effects of Dividend Tax Reform,2009,False,high,This is a purely theoretical paper using a dynamic general equilibrium model to simulate dividend tax effects; it does not empirically test or estimate the causal effect of an actual government policy change.
w15126,Conditional Cash Penalties in Education: Evidence from the Learnfare Experiment,2009,False,high,"This paper studies the causal effect of a government welfare/education policy on student behavior and educational outcomes, not on financial markets, firms, or investors."
w15132,World Markets for Mergers and Acquisitions,2009,False,high,"This paper studies patterns and determinants of cross-border M&A activity (geography, currency, stock returns) without analyzing the causal effect of any specific government law, regulation, or public policy."
w15177,The Effects of the Length of the Tax-Loss Carryback Period on Tax Receipts and Corporate Marginal Tax Rates,2009,True,high,The paper's primary research question is the causal effect of a specific government tax policy (extending the net operating loss carryback period) on corporate financial outcomes (liquidity and marginal tax rates).
w15190,FORTY YEARS OF LATIN AMERICA'S ECONOMIC DEVELOPMENT: From the Alliance for Progress to the Washington Consensus,2009,False,high,"This is a descriptive historical analysis of Latin American economic policy evolution and conditions rather than an empirical study estimating the causal effect of a specific government intervention on financial markets, firms, or investors."
w15196,International Welfare and Employment Linkages Arising from Minimum Wages,2009,False,high,"This is primarily a theoretical paper that uses a two-country model to explore labor market linkages; it does not empirically test the causal effect of a specific minimum wage policy on financial markets, firms, or investors."
w15241,Beyond Testing: Empirical Models of Insurance Markets,2009,False,high,This is a methodological survey paper describing empirical techniques for insurance markets; it does not test the causal effect of a specific government policy on financial outcomes.
w15261,"Trade, Foreign Investment, and Industrial Policy for Developing Countries",2009,False,high,"This is a theoretical review paper that discusses industrial policy broadly without estimating the causal effect of any specific government law, regulation, or policy on financial markets, firms, or investors."
w15279,The Trouble with Cases,2009,False,high,"This is a purely theoretical paper about policy-making mechanisms that discusses behavioral biases in regulation without empirically testing the causal effect of any specific government law, regulation, or policy on financial markets, firms, or investors."
w15328,Behavioral Economics and Tax Policy,2009,False,high,"This is a theoretical review paper examining behavioral economics implications for tax policy design without empirical testing of a specific policy's causal effect on financial markets, firms, or investors."
w15365,"Party Affiliation, Partisanship, and Political Beliefs: A Field Experiment",2009,False,high,"This paper studies political partisanship and voting behavior in a general election context, not the causal effect of any government law, regulation, or public policy on financial markets, firms, or investors."
w15403,Banking Crises and the Rules of the Game,2009,False,high,"This is a primarily theoretical and historical paper that describes various government banking rules and their general association with crises, rather than empirically estimating the causal effect of a specific government policy on financial outcomes."
w15432,"Financial Globalization, Financial Crises and Contagion",2009,False,high,"This is a purely theoretical paper using an open-economy model to explain financial crisis mechanisms; it does not empirically test the causal effect of a specific government law, regulation, or policy."
w15472,"Mortgage Default, Foreclosure, and Bankruptcy",2009,True,high,"The paper's primary research question is the causal effect of the 2005 bankruptcy reform (a specific government policy) on homeowners' bankruptcy, default, and foreclosure decisions, with explicit analysis of how the reform changed behavioral relationships."
w15524,"From Great Depression to Great Credit Crisis: Similarities, Differences and Lessons",2009,True,high,"The paper's primary research question is estimating the causal effect of monetary and fiscal policies (government interventions) on economic outcomes during the Great Depression, using econometric methods to test policy effectiveness."
w15573,Lessons from the Great American Real Estate Boom and Bust of the 1920s,2009,False,high,"This is primarily a historical narrative comparing two real estate cycles that describes policies (deposit insurance, TBTF doctrine) as contextual factors rather than empirically testing the causal effect of a specific government intervention on financial markets."
w15583,Taxes and Time Allocation: Evidence from Single Women,2009,False,high,"The paper's primary research question concerns how income taxes affect individual time allocation decisions rather than the causal effect of a specific government policy on financial markets, firms, or investors."
w15652,Asset Fire Sales and Credit Easing,2010,True,high,The paper's primary research question examines the causal effect of Federal Reserve credit easing policies on financial markets and institutions during the crisis.
w15658,Intended and Unintended Effects of Youth Bicycle Helmet Laws,2010,False,high,"This paper studies the causal effects of youth bicycle helmet laws on bicycling behavior and fatalities, which is a public health policy domain, not a government intervention affecting financial markets, firms, or investors."
w15673,Innovation and Climate Policy,2010,False,high,"This is a literature review chapter on environmental innovation and climate policy that focuses on technology development incentives rather than estimating causal effects of specific policies on financial markets, firms' financial outcomes, or investor behavior."
w15710,Does the Structure of Banking Markets Affect Economic Growth? Evidence from U.S. State Banking Markets,2010,True,high,"The paper's primary research question examines the causal effects of specific government banking regulations (branching laws, bank entry regulations, deposit insurance) on economic growth, using historical variation in state-level policy as identification."
w15714,Simple Analytics of the Government Expenditure Multiplier,2010,False,high,"This is a purely theoretical paper using New Keynesian models to explain multiplier mechanisms with no empirical test of a specific government policy's causal effect on financial markets, firms, or investors."
w15717,Temperature and the Allocation of Time: Implications for Climate Change,2010,False,high,"This paper studies the causal effect of temperature on labor supply and time allocation, not the causal effect of a specific government law, regulation, or policy on financial markets, firms, or investors."
w15730,Securitization without risk transfer,2010,False,high,"The paper studies private bank behavior in structuring securitization conduits and their capital management strategies, with regulatory capital requirements as background context rather than analyzing the causal effect of a specific government policy intervention."
w15740,Who Benefits from KIPP?,2010,False,high,"This paper studies the causal effect of charter school attendance on student educational outcomes, not the causal effect of a government law, regulation, or public policy on financial markets, firms, or investors."
w16008,Build America Bonds,2010,True,high,"The paper's primary research question examines the causal effect of the Build America Bonds government subsidy program on municipal bond yields, financing costs, and market participation."
w16109,Belts and Suspenders: Interactions Among Climate Policy Regulations,2010,False,high,"This is a purely theoretical paper that discusses interactions between climate policy regulations conceptually without empirical testing of causal effects on financial markets, firms, or investors."
w16184,Growing State-Federal Conflicts in Environmental Policy: The Role of Market-Based Regulation,2010,False,high,"This is a theoretical paper analyzing the incentive structure of different regulatory instruments without empirically testing the causal effect of any specific government policy on financial markets, firms, or investors."
w16200,Credit Traps,2010,False,high,This is a purely theoretical paper analyzing monetary policy transmission mechanisms without empirical testing of specific government interventions or their causal effects.
w16208,The Central-Bank Balance Sheet as an Instrument of Monetary Policy,2010,False,high,"This is a purely theoretical paper extending a New Keynesian model without empirical testing of specific policy effects on financial markets, firms, or investors."
w16268,"Taxes, Permits, and Climate Change",2010,False,high,"This is a purely theoretical paper discussing optimal instrument design for climate regulation without empirical testing of any specific government policy's causal effects on financial markets, firms, or investors."
w16275,Automatic Stabilizers and Economic Crisis: US vs. Europe,2010,True,high,The paper's primary research question is the causal effect of specific government tax and transfer policies (automatic stabilizers) on economic outcomes (income and demand stabilization) during crisis.
w16368,"Culture, Institutions and the Wealth of Nations",2010,False,high,"This is a purely theoretical paper studying culture and institutions' effects on growth with no empirical test of a specific government law, regulation, or public policy on financial markets or firms."
w16418,The Effect of Shift Structure on Performance: The Role of Fatigue for Paramedics,2010,False,high,"The paper's primary research question concerns the effect of shift structure on worker performance and fatigue, not the causal effect of a specific government law or regulation on financial markets, firms, or investors."
w16445,An International Comparison of Capital Structure and Debt Maturity Choices,2010,False,high,"This paper studies how institutional and legal environments correlate with firm financing choices, but does not test the causal effect of a specific government law or policy change on financial outcomes."
w16453,Policy Options for State Pension Systems and Their Impact on Plan Liabilities,2010,False,high,"This paper calculates hypothetical pension liability outcomes under alternative policy scenarios but does not estimate the causal effect of an implemented government policy on financial markets, firms, or investors."
w16467,The Medical Care Costs of Obesity: An Instrumental Variables Approach,2010,False,high,"This paper estimates the causal effect of obesity on medical costs using health data, not the causal effect of any specific government law, regulation, or public policy on financial markets, firms, or investors."
w16529,Accelerating Energy Innovation: Insights from Multiple Sectors,2010,False,high,"This is a descriptive historical review of how various public policies have generally stimulated innovation across multiple sectors, without empirically estimating the causal effect of any specific government law, regulation, or policy on financial markets, firms, or investors."
w16553,Size Anomalies in U.S. Bank Stock Returns: A Fiscal Explanation,2010,True,high,"The paper's primary research question is the causal effect of government guarantees (a specific public policy) on bank stock returns, examining how this policy creates differential risk-adjusted returns across bank sizes."
w16571,Production Chains,2010,False,high,This is a primarily theoretical paper examining production chain fragility and optimal chain length through economic theory rather than empirically testing the causal effect of a specific government policy.
w16609,Over The Cliff: From the Subprime to the Global Financial Crisis,2010,False,high,The paper primarily describes and analyzes events and triggers of the financial crisis rather than estimating the causal effect of a specific government policy on financial outcomes.
w16619,Preference Heterogeneity and Optimal Capital Income Taxation,2010,False,high,"This is a purely theoretical paper using calibration and analytical modeling to derive optimal tax policy, not an empirical study estimating the causal effect of an existing government law or regulation on financial markets, firms, or investors."
w16620,A Behavioral Model of Demandable Deposits and its Implications for Financial Regulation,2010,False,high,"This is a purely theoretical paper developing a behavioral model to rationalize deposit contracts and discuss hypothetical regulatory implications, without empirically testing the causal effect of any specific government regulation on financial outcomes."
w16735,Transaction Cost Regulation,2011,False,high,"This is a purely theoretical paper discussing a conceptual framework for analyzing regulation without empirical testing of any specific policy's causal effect on financial markets, firms, or investors."
w16756,Reducing Greenhouse Gas Emissions by Forest Protection: The Transaction Costs of REDD,2011,False,high,"This paper focuses on transaction costs of forest conservation policy implementation and describes institutional design options, but does not estimate the causal effect of a specific government policy on financial markets, firms, or investors."
w16787,Safety-Net Benefits Conferred on Difficult-to-Fail-and-Unwind Banks in the US and EU Before and During the Great Recession,2011,True,high,The paper empirically estimates the causal effect of government safety-net policies (implicit guarantees for difficult-to-fail banks) on financial institutions' benefits and bailout decisions during a specific period.
w16806,The Evolution of Comparative Advantage: Measurement and Welfare Implications,2011,False,high,"This paper studies the evolution of comparative advantage and productivity across countries over time, with no specific government law, regulation, or public policy as the primary causal variable of interest."
